,iteration,value,metric
1868,934,1.0,accuracy
1869,934,0.012125987559556961,loss
1870,935,1.0,accuracy
1871,935,0.012107837945222855,loss
1872,936,1.0,accuracy
1873,936,0.01208253763616085,loss
1874,937,1.0,accuracy
1875,937,0.012056727893650532,loss
1876,938,1.0,accuracy
1877,938,0.012031249701976776,loss
1878,939,1.0,accuracy
1879,939,0.012006331235170364,loss
1880,940,1.0,accuracy
1881,940,0.011985254473984241,loss
1882,941,1.0,accuracy
1883,941,0.011969669722020626,loss
1884,942,1.0,accuracy
1885,942,0.011944202706217766,loss
1886,943,1.0,accuracy
1887,943,0.0119193559512496,loss
1888,944,1.0,accuracy
1889,944,0.011894375085830688,loss
1890,945,1.0,accuracy
1891,945,0.011869410052895546,loss
1892,946,1.0,accuracy
1893,946,0.011848535388708115,loss
1894,947,1.0,accuracy
1895,947,0.011826659552752972,loss
1896,948,1.0,accuracy
1897,948,0.011801937595009804,loss
1898,949,1.0,accuracy
1899,949,0.011782418005168438,loss
1900,950,1.0,accuracy
1901,950,0.011766040697693825,loss
1902,951,1.0,accuracy
1903,951,0.01174191478639841,loss
1904,952,1.0,accuracy
1905,952,0.011717269197106361,loss
1906,953,1.0,accuracy
1907,953,0.011692848987877369,loss
1908,954,1.0,accuracy
1909,954,0.011668913997709751,loss
1910,955,1.0,accuracy
1911,955,0.011648445390164852,loss
1912,956,1.0,accuracy
1913,956,0.011634104885160923,loss
1914,957,1.0,accuracy
1915,957,0.011609654873609543,loss
1916,958,1.0,accuracy
1917,958,0.011585792526602745,loss
1918,959,1.0,accuracy
1919,959,0.011562085710465908,loss
1920,960,1.0,accuracy
1921,960,0.011538228020071983,loss
1922,961,1.0,accuracy
1923,961,0.011517820879817009,loss
1924,962,1.0,accuracy
1925,962,0.011497351340949535,loss
1926,963,1.0,accuracy
1927,963,0.011473693884909153,loss
1928,964,1.0,accuracy
1929,964,0.011454817838966846,loss
1930,965,1.0,accuracy
1931,965,0.011439502239227295,loss
1932,966,1.0,accuracy
1933,966,0.011416156776249409,loss
1934,967,1.0,accuracy
1935,967,0.011392734944820404,loss
1936,968,1.0,accuracy
1937,968,0.011369348503649235,loss
1938,969,1.0,accuracy
1939,969,0.011346237733960152,loss
1940,970,1.0,accuracy
1941,970,0.011327259242534637,loss
1942,971,1.0,accuracy
1943,971,0.011313184164464474,loss
1944,972,1.0,accuracy
1945,972,0.011289825662970543,loss
1946,973,1.0,accuracy
1947,973,0.011266745626926422,loss
1948,974,1.0,accuracy
1949,974,0.011244204826653004,loss
1950,975,1.0,accuracy
1951,975,0.011221380904316902,loss
1952,976,1.0,accuracy
1953,976,0.011202226392924786,loss
1954,977,1.0,accuracy
1955,977,0.01118188351392746,loss
1956,978,1.0,accuracy
1957,978,0.011159631423652172,loss
1958,979,1.0,accuracy
1959,979,0.011142764240503311,loss
1960,980,1.0,accuracy
1961,980,0.011126944795250893,loss
1962,981,1.0,accuracy
1963,981,0.011104396544396877,loss
1964,982,1.0,accuracy
1965,982,0.011082174256443977,loss
1966,983,1.0,accuracy
1967,983,0.011059777811169624,loss
1968,984,1.0,accuracy
1969,984,0.011037498712539673,loss
1970,985,1.0,accuracy
1971,985,0.011021304875612259,loss
1972,986,1.0,accuracy
1973,986,0.011006082408130169,loss
1974,987,1.0,accuracy
1975,987,0.01098370086401701,loss
1976,988,1.0,accuracy
1977,988,0.010961375199258327,loss
1978,989,1.0,accuracy
1979,989,0.010939789935946465,loss
1980,990,1.0,accuracy
1981,990,0.010918018408119678,loss
1982,991,1.0,accuracy
1983,991,0.01090201549232006,loss
1984,992,1.0,accuracy
1985,992,0.010886493138968945,loss
1986,993,1.0,accuracy
1987,993,0.01086490135639906,loss
1988,994,1.0,accuracy
1989,994,0.010843172669410706,loss
1990,995,1.0,accuracy
1991,995,0.010821628384292126,loss
1992,996,1.0,accuracy
1993,996,0.010800516232848167,loss
1994,997,1.0,accuracy
1995,997,0.010784712620079517,loss
1996,998,1.0,accuracy
1997,998,0.01076329592615366,loss
1998,999,1.0,accuracy
1999,999,0.010741936042904854,loss
